application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
TG-135,tg2026q3_01,Telangana,"Panchayat Raj & Rural Development Department, Hathnoora, Sangareddy",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Sangareddy,Hathnoora,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-136,tg2026q3_01,Telangana,"Panchayat Raj & Rural Development Department, Sirgapur, Sangareddy",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Sangareddy,Sirgapur,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-137,tg2026q3_01,Telangana,Panchayat Raj & Rural Development(Zilla Praja Parisahad )Kamareddy,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Kamareddy,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-138,tg2026q3_01,Telangana,"Panchayat Raj &Rural development dept,MPP Chunchupalli",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Bhadradri Kothagudem,Chunchupalli,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-139,tg2026q3_01,Telangana,"Panchayat Raj &Rural development dept,MPP Dammapeta",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Bhadradri Kothagudem,Dammapeta,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-140,tg2026q3_01,Telangana,Panchayat Raj and Rural Development Dept(Zilla PrajaParishad)Vikarabad,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Vikarabad,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-141,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad) Dandepally,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Dandepally,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-142,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad)Bheemaram,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Bheemaram,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-143,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad)Bheemini,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Bheemini,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-144,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad)Chennur,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Chennur,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-145,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad)Kotapally,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Kotapalli,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-146,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Department, Mahabubnagar",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mahabubnagar,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-147,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Department,Bhoraj",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Adilabad,Bhoraj,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-148,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development department,Mulugu",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Adilabad,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-149,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development, Achampet, Nagarkurnool Dist",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Nagarkurnool,Achampet,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-150,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Departmen(MPP) Ghanpur (Stn.),Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,Ghanpur (Station),RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-151,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Departmen(MPP) Lingalaghanpur, Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,Lingalaghanpur,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-152,tg2026q3_01,Telangana,Panchayat Raj&Rural Development Department Mahabubabad,PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMENT MAHABUBABAD,Mahabubabad,Mahabubabad,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-153,tg2026q3_01,Telangana,"Panchayat Raj&Rural Dvelopment,Devarakonda",PANCHAYAT RAJ AND RURAL DVELOPMENT,Nalgonda,Devarakonda,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-154,tg2026q3_01,Telangana,"Panchayat Raj&Rural Dvelopment,Miryalaguda",PANCHAYAT RAJ AND RURAL DVELOPMENT,Nalgonda,Miryalaguda,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-155,tg2026q3_01,Telangana,Panchayath Raj&Rural Department(Mandal Praja Parishad) Nekkonda,PANCHAYATH RAJ AND RURAL,Hanumakonda,Nekkonda,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-156,tg2026q3_01,Telangana,"Panchayath Raj&Rural Department(Mandal Praja Parishad), Rayaparthy",PANCHAYATH RAJ AND RURAL,Hanumakonda,Rayaparthy,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-157,tg2026q3_01,Telangana,Panchayath Raj&Rural Department(Mandal Praja Parishad)Chennaraopet,PANCHAYATH RAJ AND RURAL,Hanumakonda,Chennaraopet,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-158,tg2026q3_01,Telangana,"Panchayathraj &Rural Department,Marikal",PANCHAYATHRAJ AND RURAL,Narayanpet,Marikal,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-159,tg2026q3_01,Telangana,"Panchayathraj&Rural(MPP ) Development,Venkatapur",PANCHAYATHRAJ AND RURAL,Mulugu,Venkatapuram,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-160,tg2026q3_01,Telangana,"Panchayathraj&Rural(MPP) Development,Wazeedu",PANCHAYATHRAJ AND RURAL,Mulugu,Wazeedu,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-161,tg2026q3_01,Telangana,"Planning Department, Adilabad(Kumarambheem Chowk)",PLANNING,Adilabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-162,tg2026q3_01,Telangana,"Planning Department, Jangaon",PLANNING,Jangaon,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-163,tg2026q3_01,Telangana,"Planning Department, Mahabubabad",PLANNING,Mahabubabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-164,tg2026q3_01,Telangana,"Registration and Stamps Department, Mahabubnagar",REGISTRATION AND STAMPS,Mahabubnagar,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-165,tg2026q3_01,Telangana,"Registration and Stamps Department,SRO Banswada",REGISTRATION AND STAMPS,SRO Banswada,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-166,tg2026q3_01,Telangana,"Registration and Stamps Department,SRO Gadwal",REGISTRATION AND STAMPS,SRO Gadwal,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-167,tg2026q3_01,Telangana,"Registration and Stamps Department,SRO Nagarkurnool",REGISTRATION AND STAMPS,Nagarkurnool,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-168,tg2026q3_01,Telangana,"Registration and Stamps Department,SRO ZAHEERABAD",REGISTRATION AND STAMPS,SRO ZAHEERABAD,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-169,tg2026q3_01,Telangana,"Registration and Stamps Department,Serilingampally",REGISTRATION AND STAMPS,Serilingampally,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-170,tg2026q3_01,Telangana,"Registration and Stamps Department,Suryapet",REGISTRATION AND STAMPS,Suryapet,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-171,tg2026q3_01,Telangana,"REVENUE DEPARTMENT, Sangareddy town, Sangareddy",REVENUE,Sangareddy,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-172,tg2026q3_01,Telangana,"Revenue Department ,Boinpalli Rajanna Sircilla",REVENUE,Rajanna Sircilla,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-173,tg2026q3_01,Telangana,"Revenue Department, Dharmasagar",REVENUE,Dharmasagar,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-174,tg2026q3_01,Telangana,"Revenue Department, Gadwal",REVENUE,Gadwal,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-175,tg2026q3_01,Telangana,"Revenue Department, Lakdikapul Hyderabad",REVENUE,Hyderabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-176,tg2026q3_01,Telangana,"Revenue Department, Siddipet",REVENUE,Siddipet,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-177,tg2026q3_01,Telangana,"Revenue Department, Uppal",REVENUE,Uppal,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-178,tg2026q3_01,Telangana,"Revenue Department, Zaffergadh,Jangaon",REVENUE,Jangaon,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-179,tg2026q3_01,Telangana,"Revenue Department,Asifabad",REVENUE,Asifabad,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-180,tg2026q3_01,Telangana,"Revenue Department,Banswada",REVENUE,Banswada,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-181,tg2026q3_01,Telangana,"Revenue Department,Bichkunda",REVENUE,Bichkunda,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-182,tg2026q3_01,Telangana,"Revenue Department,Krishna",REVENUE,Krishna,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-183,tg2026q3_01,Telangana,"Revenue Department,Naspur",REVENUE,Naspur,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-184,tg2026q3_01,Telangana,"Revenue Department,RDO Office Kothagudem",REVENUE,Bhadradri Kothagudem,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-185,tg2026q3_01,Telangana,Revenue(Collectorate) Mulugu,REVENUE,Mulugu,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-186,tg2026q3_01,Telangana,Revenue Bhupalpally,REVENUE BHUPALPALLY,Jayashankar Bhupalapally,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-187,tg2026q3_01,Telangana,Revenue Department Bhiknoor,REVENUE DEPARTMENT BHIKNOOR,Bhiknoor,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-188,tg2026q3_01,Telangana,"SC Development ,Mancherial",SC DEVELOPMENT,Mancherial,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-189,tg2026q3_01,Telangana,SC Development Department(Govt. SC Boys Hostel) Karankote,SC DEVELOPMENT,Karankote,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-190,tg2026q3_01,Telangana,"SC Development Department,Kamareddy",SC DEVELOPMENT,Kamareddy,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-191,tg2026q3_01,Telangana,"SC Development(TGSWRS/JC(G))Department, MARIKAL",SC DEVELOPMENT,MARIKAL,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-192,tg2026q3_01,Telangana,SC.Development Department(GOVT SC BOYS HOSTEL)MOGULLAPALLY,SC.DEVELOPMENT,MOGULLAPALLY,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-193,tg2026q3_01,Telangana,SC.Development Department(GOVT SC GIRLS HOSTEL)MOGULLAPALLY,SC.DEVELOPMENT,MOGULLAPALLY,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-194,tg2026q3_01,Telangana,SC.Development Department(GOVT SC. BOYS HOSTEL) JANGAID,SC.DEVELOPMENT,JANGAID,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-195,tg2026q3_01,Telangana,Scheduled Caste (Govt.SC College Girls Hostel)Kalwakurthy,SCHEDULED CASTE,Kalwakurthy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-196,tg2026q3_01,Telangana,Scheduled Caste (GovtSCBH)Department,SCHEDULED CASTE,Department,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-197,tg2026q3_01,Telangana,Scheduled Caste Development (Govt.SC College Girls Hostel) Achampet),SCHEDULED CASTE DEVELOPMENT,Achampet),NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-198,tg2026q3_01,Telangana,"Scheduled Caste Development (Govt.SCBH- A)Department,Nagarkurnool",SCHEDULED CASTE DEVELOPMENT,Nagarkurnool,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-199,tg2026q3_01,Telangana,"Scheduled Caste Development Department,Palem",SCHEDULED CASTE DEVELOPMENT,Palem,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-200,tg2026q3_01,Telangana,"School Education Department, NARMETTA",SCHOOL EDUCATION,NARMETTA,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-201,tg2026q3_01,Telangana,"School Education Department, THARIGOPPULA",SCHOOL EDUCATION,THARIGOPPULA,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-202,tg2026q3_01,Telangana,"School Education,Venkatapur",SCHOOL EDUCATION,Venkatapur,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-203,tg2026q3_01,Telangana,"Survey and Land Department, Hyderabad",SURVEY AND LAND,Hyderabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-204,tg2026q3_01,Telangana,"Survey and Land Department, Peddapally",SURVEY AND LAND,Peddapally,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-205,tg2026q3_01,Telangana,"Survey and Land Department, Yadadri",SURVEY AND LAND,Yadadri,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-206,tg2026q3_01,Telangana,"Tahsildar Office, Cherial",TAHSILDAR OFFICE,Siddipet,Cherial,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-207,tg2026q3_01,Telangana,"Tahsildar Office, Gajwel",TAHSILDAR OFFICE,Siddipet,Gajwel,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-208,tg2026q3_01,Telangana,"Tahsildar Office, Gandipet Mandal",TAHSILDAR OFFICE,Ranga Reddy,Gandipet,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-209,tg2026q3_01,Telangana,"Tahsildar Office, Kandukur",TAHSILDAR OFFICE,Ranga Reddy,Kandukur,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,
TG-210,tg2026q3_01,Telangana,"Tahsildar Office, Marikal",TAHSILDAR OFFICE,Narayanpet,Marikal,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-211,tg2026q3_01,Telangana,"Tahsildar Office, Markook",TAHSILDAR OFFICE,Siddipet,Markook,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-212,tg2026q3_01,Telangana,"Tahsildar Office, Medipalli",TAHSILDAR OFFICE,Jagtial,Medipalli,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-213,tg2026q3_01,Telangana,"Tahsildar Office, Mirdoddi",TAHSILDAR OFFICE,Siddipet,Mirdoddi,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-214,tg2026q3_01,Telangana,"Tahsildar Office, Narsingi",TAHSILDAR OFFICE,Medak,Narsingi,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-215,tg2026q3_01,Telangana,"Tahsildar Office, Yacharam Mandal",TAHSILDAR OFFICE,Ranga Reddy,Yacharam,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-216,tg2026q3_01,Telangana,"Tahsildar Office,Gangaram",TAHSILDAR OFFICE,Mahabubabad,Gangaram,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-217,tg2026q3_01,Telangana,"Tahsildar Office,Mahabubabad",TAHSILDAR OFFICE,Mahabubabad,Mahabubabad,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-218,tg2026q3_01,Telangana,Tahsildar Office Boath,TAHSILDAR OFFICE BOATH,Adilabad,Boath,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-219,tg2026q3_01,Telangana,Telangana Vaidya Vidhana Parishad (Head Quarters Hospital)Mahabubnagar,TELANGANA VAIDYA VIDHANA PARISHAD,Mahabubnagar,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-220,tg2026q3_01,Telangana,"Telangana Vaidya Vidhana Parishad,Aswaraopeta",TELANGANA VAIDYA VIDHANA PARISHAD,Aswaraopeta,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-221,tg2026q3_01,Telangana,Telangana Vaidya vidhana parishad,TELANGANA VAIDYA VIDHANA PARISHAD,NA,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-222,tg2026q3_01,Telangana,"TGSRTC ,DM BHADRACHALAM",TGSRTC,DM BHADRACHALAM,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-223,tg2026q3_01,Telangana,"TGSRTC ,DM H.C.U",TGSRTC,DM H.C.U,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-224,tg2026q3_01,Telangana,"TGSRTC ,DM KOLLAPUR",TGSRTC,DM KOLLAPUR,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-225,tg2026q3_01,Telangana,"TGSRTC ,DM NARKETPALLY",TGSRTC,DM NARKETPALLY,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-226,tg2026q3_01,Telangana,"TGSRTC ,DM NIZAMABAD-II",TGSRTC,Nizamabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-227,tg2026q3_01,Telangana,"TGSRTC ,DM Nirmal",TGSRTC,Nirmal,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-228,tg2026q3_01,Telangana,"TGSRTC ,DM TANDUR",TGSRTC,DM TANDUR,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-229,tg2026q3_01,Telangana,"TGSRTC ,RM Nalgonda",TGSRTC,Nalgonda,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-230,tg2026q3_01,Telangana,"TGSRTC ,RM Office, JBS Secunderabad",TGSRTC,JBS Secunderabad,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-231,tg2026q3_01,Telangana,"Transport,Road&BuildingsDepartment,Rajanna Siricilla District",TRANSPORT,Rajanna Sircilla,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-232,tg2026q3_01,Telangana,"Transport,Roads& Buildings(UNIT OFFICE), RAMAGUNDAM, Peddapalli",TRANSPORT,Peddapalli,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-233,tg2026q3_01,Telangana,"Transport,Roads&Buildings Departmen(National Higways) ,kothagudem",TRANSPORT,Bhadradri Kothagudem,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-234,tg2026q3_01,Telangana,"TRANSPORT R&B DEPARTMENT,kothagudem",TRANSPORT R AND B,Bhadradri Kothagudem,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-235,tg2026q3_01,Telangana,"Transport R&B Department, Jayashankar Bhupalpally",TRANSPORT R AND B,Jayashankar Bhupalapally,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-236,tg2026q3_01,Telangana,"Transport R&B Department, Mahabubabad",TRANSPORT R AND B,Mahabubabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-237,tg2026q3_01,Telangana,"Tribal Welfare (TGSWRS/JC) Department,,Darmaram, Peddapalli",TRIBAL WELFARE,Peddapalli,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,
TG-238,tg2026q3_01,Telangana,"Tribal Welfare Department, Mahabubnagar",TRIBAL WELFARE,Mahabubnagar,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-239,tg2026q3_01,Telangana,"Tribal Welfare Department,Hyderabad",TRIBAL WELFARE,Hyderabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-240,tg2026q3_01,Telangana,"Tribal Welfare Development, Mancherial",TRIBAL WELFARE DEVELOPMENT,Mancherial,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-241,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ma,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Motakondur,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-242,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Pu,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Puttur / a P-starting area (uncertain),RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-243,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Th,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Thurkapally,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-244,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDept(Primary Veterinary Center)Alair,VETERINARY AND ANIMAL HUSBANDRYDEPT,Alair,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,
TG-245,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDept(Primary VeterinaryCenter)Bibinagar,VETERINARY AND ANIMAL HUSBANDRYDEPT,Bibinagar,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-246,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter)Narayanpur,VETERINARY AND ANIMAL HUSBANDRYDEPT,Narayanpur,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,
TG-247,tg2026q3_01,Telangana,"Women Development & child welfare Department,Kamareddy",WOMEN DEVELOPMENT AND CHILD WELFARE,Kamareddy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-248,tg2026q3_01,Telangana,"Women Development & child welfare Department,Madnoor",WOMEN DEVELOPMENT AND CHILD WELFARE,Madnoor,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,
TG-249,tg2026q3_01,Telangana,"Women development and child welfare Department,palvancha",WOMEN DEVELOPMENT AND CHILD WELFARE,palvancha,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,
TG-250,tg2026q3_01,Telangana,"Youth Advancement,Tourism &Culture Department(Youth & Sports)Kamareddy",YOUTH ADVANCEMENT,Kamareddy,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
