application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,evidence_url,screen_recording_url,payment_reference,pio_name,filed_by,due_date,notes
TG-130,tg2026q3_02,Telangana,Panchayat Raj&Rural Developmen(Mandal Praja Parishad) GHANPUR(M),PANCHAYAT RAJ AND RURAL DEVELOPMEN,Jayashankar Bhupalpally,Ghanpur,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-131,tg2026q3_02,Telangana,"Panchayat Raj&Rural Developmen(Mandal Praja Parishad) Kothapallygori,",PANCHAYAT RAJ AND RURAL DEVELOPMEN,Jayashankar Bhupalpally,Kothapally Gori,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-132,tg2026q3_02,Telangana,"Panchayat Raj & Rural Development Department, Hathnoora, Sangareddy",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Sangareddy,Hathnoora,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-133,tg2026q3_02,Telangana,"Panchayat Raj & Rural Development Department, Manopad",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Jogulamba Gadwal,Manopad,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-134,tg2026q3_02,Telangana,"Panchayat Raj & Rural Development Department, Mogudampally, Sangareddy",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Sangareddy,Mogudampally,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-135,tg2026q3_02,Telangana,"Panchayat Raj & Rural Development Department, Rajoli",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Jogulamba Gadwal,Rajoli,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-136,tg2026q3_02,Telangana,Panchayat Raj & Rural Development(Mandal Praja Parishad) Domakonda,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Kamareddy,Domakonda,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-137,tg2026q3_02,Telangana,Panchayat Raj & Rural Development(Mandal Praja Parishad) Madnoor,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Kamareddy,Madnoor,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-138,tg2026q3_02,Telangana,"Panchayat Raj &Rural development dept,MPP Annapureddipalli",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Bhadradri Kothagudem,Annapureddypalli,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-139,tg2026q3_02,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad)Chennur,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Chennur,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-140,tg2026q3_02,Telangana,"Panchayat Raj and Rural Development, Mancherial",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-141,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Department(MPP) Narmetta,Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Jangaon,Narmetta,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-142,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Department, Adilabad",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Adilabad,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-143,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Department,Bela",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Adilabad,Bela,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-144,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Department,Mahabubabad",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Adilabad,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-145,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development, Nagarkurnool,, Nagarkurnool Dist.",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Jangaon,Nagarkurnool,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-146,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development, Palakurthy",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Nagarkurnool,Palakurthy,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-147,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Departmen(MPP) Lingalaghanpur, Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,Lingalaghanpur,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-148,tg2026q3_02,Telangana,"Panchayat Raj&Rural Development Departmen(Zilla Parishad),Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-149,tg2026q3_02,Telangana,"Panchayat Raj&Rural Dvelopment,Haliya",PANCHAYAT RAJ AND RURAL DVELOPMENT,Nalgonda,Haliya,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-150,tg2026q3_02,Telangana,"Panchayat Raj&Rural Dvelopment,Miryalaguda",PANCHAYAT RAJ AND RURAL DVELOPMENT,Nalgonda,Miryalaguda,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-151,tg2026q3_02,Telangana,Panchayath Raj&Rural Department(Mandal Praja Parishad) Khanapur,PANCHAYATH RAJ AND RURAL,Hanumakonda,Khanapur,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-152,tg2026q3_02,Telangana,Panchayath Raj&Rural Department(Mandal Praja Parishad) Nekkonda,PANCHAYATH RAJ AND RURAL,Hanumakonda,Nekkonda,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-153,tg2026q3_02,Telangana,Panchayath Raj&Rural Department(Mandal Praja Parishad)Geesugonda,PANCHAYATH RAJ AND RURAL,Hanumakonda,Geesugonda,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-154,tg2026q3_02,Telangana,"Panchayathraj &Rural Department,Makthal-I",PANCHAYATHRAJ AND RURAL,Narayanpet,Makthal,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-155,tg2026q3_02,Telangana,"Panchayathraj &Rural Department,Marikal",PANCHAYATHRAJ AND RURAL,Narayanpet,Marikal,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-156,tg2026q3_02,Telangana,"Panchayathraj&Rural(MPP) Development,Wazeedu",PANCHAYATHRAJ AND RURAL,Mulugu,Wazeedu,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-157,tg2026q3_02,Telangana,"Planning Department, Jangaon",PLANNING,Jangaon,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-158,tg2026q3_02,Telangana,"Planning Department, Warangal",PLANNING,Warangal,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-159,tg2026q3_02,Telangana,"Planning Department,Narayanpet",PLANNING,Narayanpet,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-160,tg2026q3_02,Telangana,"Ramagundam Municipal Corporation, Peddapalli",RAMAGUNDAM MUNICIPAL CORPORATION,Peddapalli,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-161,tg2026q3_02,Telangana,"Registration and Stamps Department, BHADRACHALAM",REGISTRATION AND STAMPS,BHADRACHALAM,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-162,tg2026q3_02,Telangana,"Registration and Stamps Department, Miryalaguda",REGISTRATION AND STAMPS,Miryalaguda,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-163,tg2026q3_02,Telangana,"Registration and Stamps Department,(SADASIVPET)Sangareddy",REGISTRATION AND STAMPS,Sangareddy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-164,tg2026q3_02,Telangana,"Registration and Stamps Department,SATHUPALLY",REGISTRATION AND STAMPS,SATHUPALLY,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-165,tg2026q3_02,Telangana,"Registration and Stamps Department,SRO Domakonda",REGISTRATION AND STAMPS,SRO Domakonda,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-166,tg2026q3_02,Telangana,"Registration and Stamps Department,SRO Kamareddy",REGISTRATION AND STAMPS,Kamareddy,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-167,tg2026q3_02,Telangana,"Registration and Stamps Department,SRO RAMAYAMPET",REGISTRATION AND STAMPS,SRO RAMAYAMPET,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-168,tg2026q3_02,Telangana,"REVENUE DEPARTMENT, Jharasangam, Sangareddy",REVENUE,Sangareddy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-169,tg2026q3_02,Telangana,"REVENUE DEPARTMENT, Kondapur, Sangareddy",REVENUE,Sangareddy,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-170,tg2026q3_02,Telangana,"Revenue Department ,Tahsildar office Kothagudem",REVENUE,Bhadradri Kothagudem,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-171,tg2026q3_02,Telangana,"Revenue Department(Registration and Stamps) Department,badrachalam",REVENUE,badrachalam,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-172,tg2026q3_02,Telangana,"Revenue Department, Bheemni",REVENUE,Bheemni,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-173,tg2026q3_02,Telangana,"Revenue Department, Chennaraopet",REVENUE,Chennaraopet,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-174,tg2026q3_02,Telangana,"Revenue Department, Lakdikapul Hyderabad",REVENUE,Hyderabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-175,tg2026q3_02,Telangana,"Revenue Department, Yadagirigutta",REVENUE,Yadagirigutta,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-176,tg2026q3_02,Telangana,"Revenue Department, nagireddypet",REVENUE,nagireddypet,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-177,tg2026q3_02,Telangana,"Revenue Department,Bheemdevarapally",REVENUE,Bheemdevarapally,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-178,tg2026q3_02,Telangana,"Revenue Department,Bijinepally",REVENUE,Bijinepally,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-179,tg2026q3_02,Telangana,"Revenue Department,Jukkal",REVENUE,Jukkal,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-180,tg2026q3_02,Telangana,"Revenue Department,Toopran",REVENUE,Toopran,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-181,tg2026q3_02,Telangana,"Revenue Department,Utkoor Mandal",REVENUE,Utkoor Mandal,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-182,tg2026q3_02,Telangana,"Revenue(Endowments) Department, Karimnagar",REVENUE,Karimnagar,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-183,tg2026q3_02,Telangana,Revenue Department Kagaznagar Division,REVENUE DEPARTMENT KAGAZNAGAR DIVISION,,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-184,tg2026q3_02,Telangana,Revenue Department Lingapur Mandal,REVENUE DEPARTMENT LINGAPUR MANDAL,,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-185,tg2026q3_02,Telangana,Revenue Divisional Officer Huzurabad,REVENUE DIVISIONAL OFFICER HUZURABAD,,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-186,tg2026q3_02,Telangana,SC Development Department(Govt. SC College Boys Hostel) Vikarabad,SC DEVELOPMENT,Vikarabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-187,tg2026q3_02,Telangana,"SC Development Department,Kamareddy",SC DEVELOPMENT,Kamareddy,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-188,tg2026q3_02,Telangana,"SC Development(TGSCCDC Ltd) Department,Adilabad",SC DEVELOPMENT,Adilabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-189,tg2026q3_02,Telangana,SC.Development Department(GOVT SC BOYS HOSTEL)CHITYAL,SC.DEVELOPMENT,CHITYAL,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-190,tg2026q3_02,Telangana,SC.Development Department(GOVT SC GIRLS HOSTEL )JOOKAL,SC.DEVELOPMENT,JOOKAL,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-191,tg2026q3_02,Telangana,SC.Development Department(GOVT SC. BOYS HOSTEL) MAHADEVPUR,SC.DEVELOPMENT,MAHADEVPUR,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-192,tg2026q3_02,Telangana,Scheduled Caste Department,SCHEDULED CASTE,NA,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-193,tg2026q3_02,Telangana,"Scheduled Caste Department(Govt.SCBH, B)Kalwakurthy",SCHEDULED CASTE,B)Kalwakurthy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-194,tg2026q3_02,Telangana,Scheduled Caste Development (Govt.SC College Girls Hostel) Achampet),SCHEDULED CASTE DEVELOPMENT,Achampet),NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-195,tg2026q3_02,Telangana,"Scheduled Caste Development (Govt.SCBH- A)Department,Nagarkurnool",SCHEDULED CASTE DEVELOPMENT,Nagarkurnool,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-196,tg2026q3_02,Telangana,"Scheduled Caste Development Department,Nagarkurnool",SCHEDULED CASTE DEVELOPMENT,Nagarkurnool,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-197,tg2026q3_02,Telangana,"School Education Department,Jangaon",SCHOOL EDUCATION,Jangaon,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-198,tg2026q3_02,Telangana,"School Education,Mulugu",SCHOOL EDUCATION,Mulugu,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-199,tg2026q3_02,Telangana,"School Education,Venkatapur",SCHOOL EDUCATION,Venkatapur,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-200,tg2026q3_02,Telangana,State Disaster Response and Fire Service Warangal,STATE DISASTER RESPONSE AND FIRE SERVICE WARANGAL,Warangal,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-201,tg2026q3_02,Telangana,"Survey and Land Department, Hyderabad",SURVEY AND LAND,Hyderabad,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-202,tg2026q3_02,Telangana,"Survey and Land Department, Wanaparthy",SURVEY AND LAND,Wanaparthy,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-203,tg2026q3_02,Telangana,"Survey and Land Department,Jankapur, Kumrambheem Asifabad",SURVEY AND LAND,Kumrambheem Asifabad,Janakpur,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-204,tg2026q3_02,Telangana,Tahsildar Choppadandi,TAHSILDAR CHOPPADANDI,Karimnagar,Choppadandi,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-205,tg2026q3_02,Telangana,"Tahsildar Office ,Komuravelly",TAHSILDAR OFFICE,Siddipet,Komuravelli,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-206,tg2026q3_02,Telangana,"Tahsildar Office, Cherial",TAHSILDAR OFFICE,Siddipet,Cherial,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-207,tg2026q3_02,Telangana,"Tahsildar Office, Doulthabad",TAHSILDAR OFFICE,Vikarabad,Doulthabad,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-208,tg2026q3_02,Telangana,"Tahsildar Office, Khanapur",TAHSILDAR OFFICE,Warangal,Khanapur,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-209,tg2026q3_02,Telangana,"Tahsildar Office, Nallabelly",TAHSILDAR OFFICE,Hanumakonda,Nallabelly,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-210,tg2026q3_02,Telangana,"Tahsildar Office, Nandigama Mandal",TAHSILDAR OFFICE,Ranga Reddy,Nandigama,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-211,tg2026q3_02,Telangana,"Tahsildar Office, Narsapur (G)",TAHSILDAR OFFICE,Medak,Narsapur (G),RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-212,tg2026q3_02,Telangana,"Tahsildar Office, Yacharam Mandal",TAHSILDAR OFFICE,Ranga Reddy,Yacharam,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-213,tg2026q3_02,Telangana,"Tahsildar Office,Inugurthy",TAHSILDAR OFFICE,Mahabubabad,Inugurthy,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-214,tg2026q3_02,Telangana,"Tahsildar Office,Nellikudur",TAHSILDAR OFFICE,Mahabubabad,Nellikudur,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-215,tg2026q3_02,Telangana,"Tahsildar Office,Shamshabad",TAHSILDAR OFFICE,Rangareddy,Shamshabad,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-216,tg2026q3_02,Telangana,"Tahsildar office,Kesamudram",TAHSILDAR OFFICE,Mahabubabad,Kesamudram,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-217,tg2026q3_02,Telangana,Tahsildar Office Gudihathnoor,TAHSILDAR OFFICE GUDIHATHNOOR,Adilabad,Gudihathnoor,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,,,,,
TG-218,tg2026q3_02,Telangana,Telangana State AIDS Control Society,TELANGANA STATE AIDS CONTROL SOCIETY,NA,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-219,tg2026q3_02,Telangana,"Telangana Vaidya Vidhana Parishad,Bhadrachalam",TELANGANA VAIDYA VIDHANA PARISHAD,Bhadrachalam,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-220,tg2026q3_02,Telangana,Telangana Vaidya vidhana parishad,TELANGANA VAIDYA VIDHANA PARISHAD,NA,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-221,tg2026q3_02,Telangana,"Telangana Vaidya vidhana parishad ,yellandu",TELANGANA VAIDYA VIDHANA PARISHAD,yellandu,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-222,tg2026q3_02,Telangana,"TGSRTC ,DM Falaknuma",TGSRTC,DM Falaknuma,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-223,tg2026q3_02,Telangana,"TGSRTC ,DM H.C.U",TGSRTC,DM H.C.U,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-224,tg2026q3_02,Telangana,"TGSRTC ,DM MEDAK",TGSRTC,Medak,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-225,tg2026q3_02,Telangana,"TGSRTC ,DM Mushirabad-II",TGSRTC,DM Mushirabad-II,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-226,tg2026q3_02,Telangana,"TGSRTC ,DM NAGARKURNOOL",TGSRTC,Nagarkurnool,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-227,tg2026q3_02,Telangana,"TGSRTC ,DM PICKET",TGSRTC,DM PICKET,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-228,tg2026q3_02,Telangana,"TGSRTC ,DM WARANGAL-I",TGSRTC,Warangal,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-229,tg2026q3_02,Telangana,"TGSRTC,DM Rajendar nagar",TGSRTC,DM Rajendar nagar,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-230,tg2026q3_02,Telangana,"TGSRTC,RM Khammam",TGSRTC,Khammam,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-231,tg2026q3_02,Telangana,"TGTRANSCO, Opp EFLU Osmania University, Hyderabad",TGTRANSCO,Hyderabad,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-232,tg2026q3_02,Telangana,"Transport,Roads and Buildings Department(Raparthi Nagar-2),Khammam",TRANSPORT,Khammam,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-233,tg2026q3_02,Telangana,"Transport,Roads and Buildings Department(South Buildings Division),Hyd",TRANSPORT,Hyd,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-234,tg2026q3_02,Telangana,"Transport,Roads&Buildings Department,(R&B) Division, Kothagudem",TRANSPORT,Bhadradri Kothagudem,NA,RTI_telangana,legal_salience,RA1,v3,en,portal,,,,,,,,,,,,,
TG-235,tg2026q3_02,Telangana,"Transport R&B Department, Mahabubabad",TRANSPORT R AND B,Mahabubabad,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-236,tg2026q3_02,Telangana,"Transport R&B Department,Mulugu",TRANSPORT R AND B,Mulugu,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-237,tg2026q3_02,Telangana,"Transport R&B( National Highway)Department,Mulugu",TRANSPORT R AND B,Mulugu,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-238,tg2026q3_02,Telangana,"Tribal Welfare (TGSWRS/JC) Department,,Darmaram, Peddapalli",TRIBAL WELFARE,Peddapalli,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-239,tg2026q3_02,Telangana,"Tribal Welfare Department,Badrachalam",TRIBAL WELFARE,Badrachalam,NA,RTI_telangana,plain,RA4,v3,en,portal,,,,,,,,,,,,,
TG-240,tg2026q3_02,Telangana,"Tribal Welfare Department,Ethurnagaram",TRIBAL WELFARE,Ethurnagaram,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,,,,,
TG-241,tg2026q3_02,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) R,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Ramannapet or Rajapet,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-242,tg2026q3_02,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center) V,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Valigonda,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-243,tg2026q3_02,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ku,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Motakondur / a K-starting area (uncertain),RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-244,tg2026q3_02,Telangana,Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter) Kakkireni,VETERINARY AND ANIMAL HUSBANDRYDEPT,Kakkireni,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
TG-245,tg2026q3_02,Telangana,Veterinary and Animal HusbandryDept(PrimaryVeterinaryCenter)Narayanpur,VETERINARY AND ANIMAL HUSBANDRYDEPT,Narayanpur,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-246,tg2026q3_02,Telangana,"Veterinary and Animal HusbandryDept,Juloor,Pochampally mandal",VETERINARY AND ANIMAL HUSBANDRYDEPT,Pochampally mandal,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-247,tg2026q3_02,Telangana,"Women Development & child welfare Department,,Yellareddy",WOMEN DEVELOPMENT AND CHILD WELFARE,Yellareddy,NA,RTI_telangana,plain,RA1,v3,en,portal,,,,,,,,,,,,,
TG-248,tg2026q3_02,Telangana,"Women Development & child welfare Department,Kamareddy",WOMEN DEVELOPMENT AND CHILD WELFARE,Kamareddy,NA,RTI_telangana,legal_salience,RA2,v3,en,portal,,,,,,,,,,,,,
TG-249,tg2026q3_02,Telangana,"Women Development & child welfare Department,Madnoor",WOMEN DEVELOPMENT AND CHILD WELFARE,Madnoor,NA,RTI_telangana,plain,RA2,v3,en,portal,,,,,,,,,,,,,
TG-250,tg2026q3_02,Telangana,"Youth Advancement,Tourism &Culture Department,Warangal",YOUTH ADVANCEMENT,Warangal,NA,RTI_telangana,legal_salience,RA4,v3,en,portal,,,,,,,,,,,,,
